Brand,Model,Price,Kms_driven,Fuel_type,Transmission,Ownership,Rating,State
2010 Maruti Zen Estilo,VXI,₹0.64 lakh,54.59k km,Petrol,Manual,2nd owner,Verified Owner,Deolali Camp Deolali Maharashtra
2019 Tata NEXON,XM DIESEL,₹6.90 lakh,57.44k km,Diesel,Manual,1st owner,CARS24 Assured,"CARS24 Network, Sangamnagar, Satara"
2011 Hyundai i20,ASTA 1.2,₹1.06 lakh,63.69k km,Petrol,Manual,3rd owner,Verified Owner,Basni Jodhpur Rajasthan
2013 Maruti Wagon R 1.0,VXI,₹2.95 lakh,83.96k km,Petrol,Manual,2nd owner,Verified Dealer,"Lekha Nagar, Nashik"
2018 Renault Kwid,RXL,₹2.30 lakh,11.08k km,Petrol,Manual,1st owner,Verified Owner,Sodepur Kolkata West Bengal
2013 Maruti Swift Dzire,VXI,₹2.30 lakh,58.63k km,Petrol,Manual,3rd owner,Verified Owner,Pawan Vihar Bareilly Uttar Pradesh
2014 Honda Amaze,1.5L I-DTEC SX,₹2.34 lakh,71.99k km,Diesel,Manual,2nd owner,Verified Owner,Rama Mandi Jalandhar Punjab
2016 Skoda Rapid,AMBITION 1.5 TDI,₹4.85 lakh,96.64k km,Diesel,Manual,1st owner,CARS24 Assured,"Tathawade, Pune"
2010 Ford Figo,TITANIUM 1.2 PETROL,₹1.50 lakh,53.63k km,Petrol,Manual,1st owner,Verified Owner,Kalinganagar Bhubaneswar Odisha
2020 KIA SONET,HTK 1.2,₹6.66 lakh,42.80k km,Petrol,Manual,1st owner,Verified Owner,Simhachalam Visakhapatnam Andhra Pradesh
2022 Honda WR-V,1.2L I-VTEC VX MT,₹10.31 lakh,2.05k km,Petrol,Manual,1st owner,Verified Owner,City Center Durgapur
2016 Renault Kwid,RXT 0.8,₹1.36 lakh,63.79k km,Petrol,Manual,1st owner,Verified Owner,Surya Nagar Mathura
2018 Hyundai Xcent,S 1.2,₹3.86 lakh,86.49k km,Petrol,Manual,1st owner,CARS24 Assured,"Kakkanad, Kochi"
2011 Hyundai i10,SPORTZ 1.2,₹1.30 lakh,35.56k km,Petrol,Manual,2nd owner,Verified Owner,Old Dhan Mandi Sri Ganganagar
2014 Honda Amaze,1.2L I-VTEC S,₹2.31 lakh,61.74k km,Petrol,Manual,3rd owner,Verified Owner,Harmu Housing Colony Argora Ranchi
2013 Maruti Swift Dzire,VXI,₹1.82 lakh,82.20k km,Petrol,Manual,3rd owner,Verified Owner,Thatipur Gwalior
2022 Mahindra XUV300,W8 (O) 1.2 PETROL,₹10.50 lakh,21.37k km,Petrol,Manual,1st owner,Verified Owner,Agrawal Nagar Dhule Maharashtra
2010 Volkswagen Polo,,₹1.71 lakh,1.0L km,Petrol,Manual,2nd owner,Verified Owner,Lashkar Gwalior
2015 Honda Amaze,1.2L I-VTEC S,₹4.50 lakh,78.80k km,Petrol,Manual,1st owner,Verified Dealer,"RD Circle Tidake Conoly, Nashik"
2016 Maruti Swift Dzire,VDI,₹4.93 lakh,1.2L km,Diesel,Manual,2nd owner,Verified Owner,Karimnagar Bommakal Telangana
2015 Ford Ecosport,TREND 1.5L DIESEL,₹3.21 lakh,1.1L km,Diesel,Manual,2nd owner,Verified Owner,Dhanipur Aligarh
2015 Hyundai Xcent,BASE 1.1,₹2.00 lakh,59.40k km,Diesel,Manual,1st owner,Verified Owner,Shibpur Howrah
2017 Maruti Dzire,ZXI PLUS AMT,₹5.90 lakh,26.31k km,Petrol,Auto,2nd owner,Verified Dealer,"B -Block, Ranjit Avenue, Amritsar"
2017 Renault Kwid,RXT 1.0 AMT,₹3.21 lakh,75.93k km,Petrol,Auto,1st owner,Verified Dealer,"Satpur Samta Nagar, Satpur Colony, Nashik"
2014 Maruti Swift,VDI,₹4.31 lakh,1.2L km,Diesel,Manual,2nd owner,Verified Dealer,"Batala Road Pillar no 109, Amritsar"
2021 Honda Amaze,1.5L I-DTEC S,₹6.84 lakh,29.93k km,Diesel,Manual,1st owner,Verified Owner,Raghunathpali Rourkela
2015 Maruti Swift Dzire,VDI,₹3.04 lakh,76.21k km,Diesel,Manual,2nd owner,Verified Owner,Kota Raipur Chhattisgarh
2011 Toyota Innova,2.5 G4 7 STR,₹2.86 lakh,2.9L km,Diesel,Manual,3rd owner,Verified Owner,Chhawni Indore
2022 Tata PUNCH,CREATIVE 1.2 RTN DUAL TONE,₹6.25 lakh,33.73k km,Petrol,Manual,1st owner,Verified Owner,Civil Lines Jhansi
2010 Hyundai i10,SPORTZ 1.2,₹1.85 lakh,1.3L km,Petrol,Manual,1st owner,Verified Dealer,"Plot no-788/1355,Sum Hospital, Bhubaneswar"
2015 Hyundai Elite i20,,₹3.86 lakh,39.43k km,Petrol,Manual,1st owner,CARS24 Assured,"Sector-18, Noida"
2020 Maruti New Wagon-R,,₹4.22 lakh,67.84k km,CNG,Manual,1st owner,CARS24 Assured,"Akshar Chowk, Akota - Mujmahuda Road, Vadodara"
2017 Maruti Ciaz,DELTA 1.4 MT PETROL,₹5.05 lakh,96.91k km,Petrol,Manual,1st owner,CARS24 Assured,"Karnavati Club, Ahmedabad"
2016 Mahindra Kuv100,K4 6 STR,₹2.15 lakh,1.8L km,Petrol,Manual,3rd owner,Verified Owner,Patrakar Colony Jamnagar Gujarat
2011 Audi A4,2.0 TDI,₹5.00 lakh,65.93k km,Diesel,Auto,2nd owner,Verified Owner,Mali Panchghara Howrah West Bengal
2013 Hyundai i10,MAGNA 1.2 AT,₹1.79 lakh,64.57k km,Petrol,Auto,1st owner,Verified Owner,Borjhar Guwahati
2014 Maruti Wagon R 1.0,VXI,₹3.45 lakh,86.51k km,Petrol,Manual,1st owner,Verified Dealer,"RD Circle Tidake Conoly, Nashik"
2011 Maruti Swift Dzire,VXI,₹2.06 lakh,80.88k km,Petrol,Manual,3rd owner,Verified Owner,Sector 18 Gurugram
2017 Hyundai Elite i20,,₹3.60 lakh,43.03k km,Petrol,Manual,2nd owner,Verified Owner,Sanjay Gandhi Transport Nagar Delhi
2012 Hyundai Verna,FLUIDIC 1.6 VTVT SX,₹2.06 lakh,78.10k km,Petrol,Manual,4th owner,Verified Owner,Mograwadi Valsad Gujarat
2013 Hyundai i10,SPORTZ 1.2,₹1.60 lakh,60.34k km,Petrol,Manual,1st owner,Verified Owner,Barra Kanpur Uttar Pradesh
2016 Nissan Micra Active,XL,₹1.99 lakh,47.64k km,Petrol,Manual,1st owner,Verified Owner,Shibpur Howrah West Bengal
2015 Maruti Wagon R 1.0,LXI CNG,₹1.96 lakh,1.8L km,Petrol,Manual,5th owner,Verified Owner,Gumanpura Kota Rajasthan
2015 Hyundai Xcent,S 1.1 CRDI,₹4.21 lakh,83.62k km,Diesel,Manual,1st owner,Verified Dealer,"RD Circle Tidake Conoly, Nashik"
2018 Datsun Go Plus,T,₹2.00 lakh,1.0L km,Petrol,Manual,2nd owner,Verified Owner,24HH+GH8 Gandhidham Gujarat
2017 Hyundai Grand i10,,₹2.90 lakh,72.77k km,Diesel,Manual,1st owner,Verified Owner,Dholakuva Gandhinagar Gujarat
2023 Hyundai NEW I20,,₹6.75 lakh,11.31k km,Petrol,Manual,1st owner,CARS24 Assured,"Nexus Vijaya Mall, Vadapalani"
2015 Maruti Ciaz,VDI SHVS,₹2.86 lakh,1.7L km,Diesel,Manual,3rd owner,Verified Owner,Jamnagar Navagam Ghed Gujarat
2011 Volkswagen Vento,,₹1.71 lakh,1.6L km,Diesel,Manual,2nd owner,Verified Owner,sivaji nagar Visakhapatnam
2018 Datsun Go,REMIX EDITION,₹2.15 lakh,99.61k km,Petrol,Manual,2nd owner,CARS24 Assured,"KW Delhi 6, Raj Nagar Extension, Ghaziabad"
2014 Honda Brio,S MT,₹1.40 lakh,53.65k km,Petrol,Manual,3rd owner,Verified Owner,"Cars24 Parking, Near Kokapur Bus Stand, Kokapur, Barasat, North24 Parganas West Bengal 700121"
2017 Renault Kwid,RXT 1.0,₹2.40 lakh,77.88k km,Petrol,Manual,2nd owner,Verified Owner,Ghusuri Howrah West Bengal
2015 Maruti S Cross,DELTA 1.6,₹4.15 lakh,60.76k km,Diesel,Manual,1st owner,CARS24 Assured,"CARS24 Network, Anaj Mandi, Kashipur"
2022 Honda Amaze,1.2L I-VTEC VX,₹5.37 lakh,42.08k km,Petrol,Manual,1st owner,Verified Owner,Gobind Nagar Jalandhar
2022 Renault Kwid,RXL,₹3.15 lakh,80.40k km,Petrol,Manual,1st owner,CARS24 Assured,"Akshar Chowk, Akota - Mujmahuda Road, Vadodara"
2010 Maruti Ritz,VDI,₹2.07 lakh,78.44k km,Diesel,Manual,6th owner,Verified Owner,Kundur Tumakuru
2012 Mahindra XUV500,W8,₹2.25 lakh,94.55k km,Diesel,Manual,3rd owner,Verified Owner,Palm port Jhansi
2016 Maruti Swift,VXI,₹3.99 lakh,96.36k km,Petrol,Manual,2nd owner,Verified Owner,Shri Nagar Hapur
2011 Volkswagen Vento,,₹1.27 lakh,68.97k km,Petrol,Manual,3rd owner,Verified Owner,Defence Colony Jalandhar Punjab
2021 Tata TIGOR,XE PETROL,₹4.90 lakh,68.87k km,Petrol,Manual,1st owner,Verified Dealer,"Irc Village Nayapalli, Bhubaneswar"
2015 Maruti Wagon R 1.0,VXI,₹2.27 lakh,71.28k km,Petrol,Manual,2nd owner,Verified Owner,VTC Patan Patan
2013 Hyundai i20,MAGNA 1.2,₹2.09 lakh,41.74k km,Petrol,Manual,1st owner,CARS24 Assured,"Newtown, Kolkata"
2011 Volkswagen Vento,,₹1.55 lakh,95.09k km,Petrol,Manual,2nd owner,Verified Owner,Gadarian Purwa Kanpur Uttar Pradesh
2011 Chevrolet Beat,LS PETROL,₹1.52 lakh,73.37k km,Petrol,Manual,2nd owner,Verified Dealer,"Shashi Nagar, Guruchhaya Colony, Amravati"
2023 Hyundai NEW I20,,₹5.50 lakh,12.85k km,Petrol,Manual,2nd owner,Verified Owner,Shivaji Park Alwar Rajasthan
2013 Honda Brio,S MT,₹1.45 lakh,47.75k km,Petrol,Manual,3rd owner,Verified Owner,Morar Gwalior
2025 Maruti New Wagon-R,,₹6.50 lakh,6.25k km,Petrol,Manual,1st owner,Verified Owner,Noyyal Tiruppur Tamil Nadu
2021 Honda City,1.5L I-VTEC ZX,₹8.90 lakh,27.05k km,Petrol,Manual,2nd owner,CARS24 Assured,"Naroda, Ahmedabad"
2012 Hyundai i10,MAGNA 1.2,₹1.40 lakh,93.33k km,Petrol,Manual,3rd owner,Verified Owner,Sector 20 Gandhinagar
2012 Hyundai Santro Xing,GL,₹1.08 lakh,77.41k km,Petrol,Manual,1st owner,Verified Owner,Kidwai Nagar Kanpur
2022 MG ASTOR,SUPER EX 1.5 MT,₹8.50 lakh,26.48k km,Petrol,Manual,1st owner,CARS24 Assured,"CARS24 Network, Industrial Area, Meerut"
2019 Maruti XL6,ALPHA AT,₹8.93 lakh,36.85k km,Petrol,Auto,1st owner,CARS24 Assured,"Thiruverkadu, Chennai"
2014 Maruti Swift Dzire,TOUR DIESEL,₹2.50 lakh,1.9L km,Diesel,Manual,4th owner,Verified Owner,Sector 18 Gurugram
2022 KIA SELTOS,HTX PETROL 1.5,₹10.59 lakh,31.67k km,Petrol,Manual,1st owner,Verified Owner,Jammu Saari Rakhwaala
2017 Maruti Swift Dzire,VXI,₹5.21 lakh,33.47k km,Petrol,Manual,1st owner,Verified Dealer,"Jejurkar Mala, Nashik"
2023 Hyundai AURA,S 1.2 CNG,₹6.60 lakh,23.43k km,Petrol,Manual,1st owner,Verified Owner,Ramnagar Ankleshwar Gujarat
2016 Tata Tiago,XZ PETROL,₹3.55 lakh,67.34k km,Petrol,Manual,2nd owner,CARS24 Assured,"Kompally, Hyderabad"
2019 Honda Amaze,1.2L I-VTEC S,₹5.50 lakh,1.1L km,Petrol,Manual,1st owner,Verified Owner,Sanjay Nagar Nashik Maharashtra
2014 Maruti Wagon R 1.0,VXI,₹2.16 lakh,98.78k km,Petrol,Manual,1st owner,Verified Owner,Veer Savarkar Nagar Bareilly Uttar Pradesh
2016 Volkswagen Ameo,,₹3.44 lakh,77.23k km,Petrol,Manual,1st owner,CARS24 Assured,"Kakkanad, Kochi"
2014 Maruti Swift Dzire,VDI,₹5.34 lakh,50.85k km,Diesel,Manual,1st owner,Verified Dealer,"Untwadi, Nashik"
2018 Datsun Redi Go,T (O),₹1.44 lakh,1.3L km,Petrol,Manual,2nd owner,Verified Owner,Patel Colony Jamnagar
2012 Nissan Micra,XV DIESEL,₹1.85 lakh,76.57k km,Diesel,Manual,2nd owner,Verified Dealer,"Bahu Bazaar ,Dhumsatoli, Ranchi"
2012 Hyundai Eon,SPORTZ,₹1.45 lakh,39.53k km,Petrol,Manual,3rd owner,Verified Owner,Sector 39 Gurugram
2014 Toyota Etios,CROSS 1.4 VD,₹2.85 lakh,73.20k km,Diesel,Manual,3rd owner,Verified Dealer,"Khushalpur chowk, Ring Road No. 1, Raipur"
2014 Hyundai Verna,FLUIDIC 1.6 CRDI SX,₹2.56 lakh,1.3L km,Diesel,Manual,2nd owner,Verified Owner,Mithapur Jalandhar Punjab
2020 Hyundai GRAND I10 NIOS,,₹4.81 lakh,31.61k km,Petrol,Manual,1st owner,CARS24 Assured,"Naroda, Ahmedabad"
2017 Tata Tiago,XE PETROL,₹3.21 lakh,84.88k km,Petrol,Manual,1st owner,Verified Owner,Shastri Nagar Jammu
2016 Tata Nano,TWIST XT,₹1.68 lakh,74.92k km,Petrol,Manual,1st owner,Verified Owner,Kalmandapam Palakkad
2022 Tata NEXON,XZA PLUS (PREMIUM) PETROL,₹10.51 lakh,17.41k km,Petrol,Auto,2nd owner,CARS24 Assured,"GT World Mall, Bengaluru"
2015 Maruti OMNI E,8 STR,₹1.46 lakh,55.80k km,Petrol,Manual,3rd owner,Verified Owner,Dhaleswar Agartala Tripura
2021 Tata TIGOR,XZA PLUS PETROL,₹5.42 lakh,30.84k km,Petrol,Auto,1st owner,Verified Owner,Dev Nagar Bahadurgarh Haryana
2014 Honda Brio,S MT,₹2.25 lakh,1.0L km,Petrol,Manual,1st owner,Verified Owner,Hanuman Nagar Mathura
2013 Skoda Rapid,AMBITION 1.6 MPI MT,₹1.94 lakh,73.64k km,Petrol,Manual,1st owner,Verified Owner,Pratap Nagar Jodhpur Rajasthan
2014 Maruti Wagon R 1.0,VXI,₹2.21 lakh,46.55k km,Petrol,Manual,2nd owner,CARS24 Assured,Rajouri Garden
2010 Maruti Alto,LXI,₹2.02 lakh,95.27k km,Petrol,Manual,2nd owner,Verified Owner,Hindwadi Belagavi
2018 Renault Captur,PLATINE DIESEL,₹5.73 lakh,52.19k km,Diesel,Manual,1st owner,Verified Owner,Naharlagun polo colony Model Vill
2016 Hyundai Xcent,S 1.1 CRDI,₹2.09 lakh,1.2L km,Diesel,Manual,3rd owner,Verified Owner,1st Pulia Jodhpur
2022 Mahindra BOLERO NEO,,₹8.49 lakh,63.60k km,Diesel,Manual,1st owner,Verified Owner,Friends Colony Hodal
2017 Honda City,1.5L I-VTEC VX CVT,₹6.86 lakh,87.51k km,Petrol,Auto,1st owner,CARS24 Assured,"Thiruverkadu, Chennai"
2015 Maruti Swift Dzire,ZDI,₹3.50 lakh,2.0L km,Diesel,Manual,1st owner,Verified Owner,Sector 18 Gurugram
2014 Maruti Alto 800,LXI,₹2.50 lakh,47.69k km,Petrol,Manual,2nd owner,Verified Owner,Jalna Industrial Area MIDC Jalna Maharashtra
2013 Maruti Wagon R 1.0,LXI,₹2.25 lakh,72.91k km,Petrol,Manual,2nd owner,Verified Owner,Civil Line Bareilly Uttar Pradesh
2019 Datsun Redi Go,A,₹2.00 lakh,29.66k km,Petrol,Manual,1st owner,Verified Owner,Borkhera Kota Rajasthan
2014 Maruti Alto 800,LXI,₹1.75 lakh,45.90k km,Petrol,Manual,1st owner,Verified Owner,Sundarpur Guwahati Assam
2012 Hyundai i20,MAGNA (O) 1.4 CRDI,₹1.70 lakh,76.46k km,Diesel,Manual,4th owner,Verified Owner,Qaji Mandi Jalandhar Punjab
2012 Hyundai i20,MAGNA 1.2,₹2.24 lakh,92.44k km,Petrol,Manual,1st owner,Verified Owner,Namkum Ranchi Jharkhand
2010 Honda Civic,1.8L I-VTEC V AT,₹2.06 lakh,60.34k km,Petrol,Auto,2nd owner,Verified Owner,Talwandi Kota Rajasthan
2014 Maruti Alto 800,LXI,₹1.97 lakh,61.37k km,Petrol,Manual,2nd owner,Verified Owner,Junction Visakhapatnam Andhra Pradesh
2020 Hyundai Elite i20,,₹5.75 lakh,52.53k km,Petrol,Manual,1st owner,CARS24 Assured,"CARS24 Network, Hari Parwat, Agra"
2011 Nissan Micra,XE PETROL,₹0.77 lakh,1.5L km,Petrol,Manual,3rd owner,Verified Owner,Basni Jodhpur
2023 Tata NEXON,PURE 1.2 PETROL,₹8.13 lakh,49.43k km,Petrol,Manual,1st owner,CARS24 Assured,"Upperpally, Attapur, Hyderabad"
2017 Datsun Redi Go,T (O),₹1.38 lakh,54.96k km,Petrol,Manual,1st owner,Verified Owner,Infocity Gandhinagar
2017 Hyundai Creta,SX 1.6 DIESEL,₹5.50 lakh,92.32k km,Diesel,Manual,3rd owner,Verified Owner,Ratanada Jodhpur Rajasthan
2015 Hyundai i10,MAGNA 1.1,₹2.00 lakh,88.01k km,Petrol,Manual,1st owner,Verified Owner,Krishna Nagar Delhi
2011 Maruti Swift Dzire,VXI,₹1.90 lakh,59.32k km,Petrol,Manual,1st owner,Verified Dealer,"Near Dabali Dali, Ranchi"
2017 Tata TIGOR,XZ (O) PETROL,₹3.38 lakh,83.51k km,Petrol,Manual,1st owner,Verified Owner,Mahavirnagar Himatnagar
2017 Renault Kwid,RXT 1.0,₹1.49 lakh,78.20k km,Petrol,Manual,3rd owner,Verified Owner,Modinagar Begumabad Budhana Uttar Pradesh
2013 Toyota Etios,GD,₹3.80 lakh,86.53k km,Diesel,Manual,1st owner,Verified Dealer,"Moti Nagar, Jajmau, Kanpur"
2019 Hyundai Verna,1.4 EX PETROL,₹6.83 lakh,1.1L km,Petrol,Manual,2nd owner,Verified Owner,Gangapur Nashik Maharashtra
2016 Tata Tiago,XM DIESEL,₹2.04 lakh,1.6L km,Diesel,Manual,3rd owner,Verified Owner,New Auto Market Bhiwani Haryana
2016 Volkswagen Ameo,,₹2.81 lakh,75.15k km,Diesel,Auto,2nd owner,Verified Owner,Swaroop Nagar Kanpur
2018 Hyundai Eon,ERA +,₹2.19 lakh,70.95k km,Petrol,Manual,2nd owner,Verified Owner,Bamor Gwalior
2012 Maruti Wagon R 1.0,LXI CNG,₹1.59 lakh,1.3L km,Petrol,Manual,1st owner,Verified Owner,Kidwai Nagar Kanpur Uttar Pradesh
2017 Maruti Dzire,VDI,₹6.26 lakh,48.48k km,Diesel,Manual,1st owner,Verified Dealer,"Gas Quarters, Karond, Bhopal"
2016 Maruti Ciaz,ZXI+,₹3.53 lakh,96.34k km,Petrol,Manual,1st owner,CARS24 Assured,"Newtown, Kolkata"
2015 Hyundai Elite i20,ASTA 1.4 CRDI,₹4.50 lakh,87.00k km,Diesel,Manual,1st owner,Verified Dealer,"Khushalpur chowk, Ring Road No. 1, Raipur"
2017 Maruti Vitara Brezza,,₹4.85 lakh,57.14k km,Diesel,Manual,3rd owner,Verified Owner,Tulsi Nagar Bhopal
2019 Jeep Compass,LIMITED PLUS DIESEL,₹9.50 lakh,76.17k km,Diesel,Manual,1st owner,CARS24 Assured,"CARS24 Network, Manendragarh Marg, Ambikapur"
2015 Maruti Ciaz,VXI+,₹2.50 lakh,1.3L km,Petrol,Manual,1st owner,Verified Owner,Bhopal Gehun Kheda Madhya Pradesh
2015 Maruti Ritz,VXI,₹3.50 lakh,77.66k km,Petrol,Manual,1st owner,Verified Dealer,"Near Diwan Hopital, Keduwan Nagar, Raipur"
2019 Maruti Dzire,VXI,₹4.50 lakh,1.5L km,Petrol,Manual,2nd owner,Verified Owner,Defence Colony New Delhi
2019 Tata Harrier,XE 2.0L KRYOTEC,₹8.50 lakh,1.1L km,Diesel,Manual,1st owner,Verified Owner,Siolim Sodiem Siolim Goa
2018 Hyundai Verna,1.4 E PETROL,₹6.00 lakh,63.69k km,Petrol,Manual,1st owner,CARS24 Assured,"Sector-18, Noida"
2013 Hyundai i20,SPORTZ 1.2,₹2.38 lakh,1.6L km,Petrol,Manual,1st owner,Verified Owner,Modinagar Bisokhar Uttar Pradesh
2018 Maruti Celerio,VXI AMT,₹4.80 lakh,45.27k km,Petrol,Auto,1st owner,Verified Dealer,"RD Circle Tidake Conoly, Nashik"
2013 Skoda Rapid,AMBITION 1.6 TDI CR MT,₹1.50 lakh,77.33k km,Diesel,Manual,2nd owner,Verified Owner,Kalyanpur Kanpur Uttar Pradesh
2018 Maruti Dzire,LDI,₹5.25 lakh,64.38k km,Diesel,Manual,1st owner,Verified Dealer,"Shastri Nagar Govind Nagar, Kanpur"
2012 Hyundai Santro Xing,GL,₹1.07 lakh,1.6L km,Petrol,Manual,5th owner,Verified Owner,Shanti Nagar Mathura Uttar Pradesh
2020 Hyundai VENUE,SX 1.0 TURBO IMT,₹6.00 lakh,94.66k km,Petrol,Manual,1st owner,Verified Owner,Mormugao Vasco Da Gama Goa
2019 Maruti Baleno,DELTA PETROL 1.2,₹4.42 lakh,27.65k km,Petrol,Manual,2nd owner,CARS24 Assured,"Sector-18, Noida"
2023 Honda Amaze,1.2L I-VTEC S,₹6.90 lakh,15.72k km,Petrol,Manual,1st owner,Verified Owner,Ganga Nagar Colony Hapur Uttar Pradesh
2017 Maruti Alto 800,LXI,₹2.30 lakh,1.4L km,Petrol,Manual,2nd owner,Verified Owner,Alkapuri Himatnagar
2013 Volkswagen Vento,,₹2.10 lakh,99.73k km,Diesel,Manual,3rd owner,Verified Owner,Ankleshwar GIDC Ankleshwar
2017 Maruti Baleno,ALPHA PETROL 1.2,₹4.50 lakh,64.72k km,Petrol,Manual,2nd owner,Verified Owner,Boiragimoth Dibrugarh Assam
2012 Ford Figo,ZXI 1.4 DIESEL,₹1.43 lakh,1.0L km,Diesel,Manual,4th owner,Verified Owner,Aquem Davorlim Goa
2018 Renault Kwid,RXT 1.0,₹1.80 lakh,1.4L km,Petrol,Manual,2nd owner,Verified Owner,Shanti Nagar Valsad
2014 Datsun Go,T,₹1.27 lakh,77.11k km,Petrol,Manual,2nd owner,Verified Owner,Konark Nagar Nashik Maharashtra
2015 Maruti Wagon R 1.0,VXI,₹2.30 lakh,71.62k km,Petrol,Manual,1st owner,Verified Owner,Kidana Village Gandhidham
2017 Honda City,1.5L I-VTEC SV,₹6.50 lakh,97.77k km,Petrol,Manual,2nd owner,Verified Dealer,"Near Diwan Hopital, Keduwan Nagar, Raipur"
2017 Hyundai Elite i20,,₹4.00 lakh,54.92k km,Petrol,Manual,1st owner,CARS24 Assured,"Dewas Naka, Lasudia Mori"
2015 Hyundai Elite i20,,₹4.00 lakh,59.46k km,Petrol,Manual,1st owner,Verified Owner,Kaipuzha-Athirampuzha Rd Athirampuzha Kerala
2013 Maruti Wagon R 1.0,VXI,₹1.98 lakh,22.09k km,Petrol,Manual,1st owner,Verified Owner,Dhanbad North Chotanagpur Division JH
2015 Maruti Alto K10,VXI,₹2.50 lakh,41.46k km,Petrol,Manual,1st owner,CARS24 Assured,"Paras Downtown Square, Chandigarh"
2024 Tata NEXON,SMART 1.2 PETROL,₹8.60 lakh,377 km,Petrol,Manual,1st owner,CARS24 Assured,"Goregaon, Mumbai"
2021 Ford Ecosport,TITANIUM + SE 1.5L DIESEL,₹6.71 lakh,39.85k km,Diesel,Manual,1st owner,CARS24 Assured,"Piyush Mahendra Mall, opp. Dussehra Ground, NIT - 3"
2016 Maruti Ertiga,ZDI + SHVS,₹6.50 lakh,97.78k km,Diesel,Manual,2nd owner,Verified Dealer,"Changurabhata, Raipur"
2016 Maruti Swift Dzire,VXI,₹3.92 lakh,1.0L km,Petrol,Manual,1st owner,CARS24 Assured,"Singanallur, Coimbatore"
2018 Maruti Swift,ZDI AMT,₹4.20 lakh,52.66k km,Diesel,Auto,1st owner,Verified Owner,Golmuri Jamshedpur Jharkhand
2010 Maruti Zen Estilo,LXI,₹0.95 lakh,57.43k km,Petrol,Manual,4th owner,Verified Owner,Shivaji Nagar Jalgaon
2015 Tata Nano,TWIST XT,₹1.20 lakh,17.06k km,Petrol,Manual,1st owner,Verified Owner,Mangla Bilaspur
2018 Maruti Dzire,VXI,₹4.41 lakh,67.12k km,Petrol,Manual,1st owner,CARS24 Assured,"KW Delhi 6, Raj Nagar Extension, Ghaziabad"
2017 Maruti Swift Dzire,TOUR DIESEL,₹2.80 lakh,1.0L km,Diesel,Manual,2nd owner,Verified Owner,Adhartal Jabalpur Madhya Pradesh
2013 Nissan Sunny,XL,₹1.79 lakh,77.61k km,Petrol,Manual,3rd owner,Verified Owner,Rajarampuri Kolhapur Maharashtra
2013 Maruti Swift Dzire,ZDI,₹2.23 lakh,1.1L km,Diesel,Manual,5th owner,Verified Owner,Charul Gupta school 9CFR+C7 Bareilly Uttar Pradesh
2020 Renault Kwid,RXT 0.8,₹1.99 lakh,1.1L km,Petrol,Manual,3rd owner,Verified Owner,Makhupura Industrial Area Ajmer Rajasthan
2015 Maruti Alto 800,LXI,₹1.70 lakh,1.3L km,Petrol,Manual,2nd owner,Verified Owner,New Basti Bahadurgarh
2021 Tata PUNCH,,₹4.50 lakh,48.54k km,Petrol,Manual,2nd owner,CARS24 Assured,"Mansarovar, Jaipur"
2018 Renault Kwid,RXT 0.8,₹2.57 lakh,26.11k km,Petrol,Manual,1st owner,Verified Owner,Wapi (Pardi) Vapi Gujarat
2017 Hyundai Creta,E PLUS 1.6 PETROL,₹5.77 lakh,39.67k km,Petrol,Manual,1st owner,CARS24 Assured,"KW Delhi 6, Raj Nagar Extension, Ghaziabad"
2012 Maruti Alto K10,VXI,₹2.10 lakh,83.23k km,Petrol,Manual,1st owner,Verified Dealer,"Satpur Samta Nagar, Satpur Colony, Nashik"
2011 Chevrolet Spark,LT 1.0,₹1.21 lakh,74.41k km,Petrol,Manual,2nd owner,Verified Owner,258 Hari Sing Nagar Bakshi Nagar
2020 KIA SONET,HTK PLUS 1.0 DCT,₹7.25 lakh,56.35k km,Petrol,Auto,1st owner,CARS24 Assured,"Akshar Chowk, Akota - Mujmahuda Road, Vadodara"
2019 Volkswagen Polo,,₹4.15 lakh,75.37k km,Petrol,Manual,2nd owner,CARS24 Assured,"Paras Downtown Square, Chandigarh"
2015 Hyundai Eon,ERA +,₹2.11 lakh,69.90k km,Petrol,Manual,1st owner,CARS24 Assured,"Kharbi, Nagpur"
2024 Nissan MAGNITE,XL,₹6.50 lakh,10.52k km,Petrol,Manual,1st owner,Verified Owner,Sadguru Nagar Nashik Maharashtra
2017 Hyundai Verna,1.6 CRDI SX + AT,₹6.00 lakh,1.1L km,Diesel,Auto,3rd owner,Verified Owner,Jhansi Jhansi Rly. Settl Uttar Pradesh
2016 Hyundai Grand i10,ASTA (O) 1.2 KAPPA VTVT,₹3.50 lakh,69.38k km,Petrol,Manual,2nd owner,Verified Owner,TT Nagar Bhopal
2020 Maruti Dzire,VXI,₹4.85 lakh,62.92k km,Petrol,Manual,2nd owner,CARS24 Assured,"Nishal Arcade, Pal Gam, Surat"
2023 Mahindra SCORPIO-N,,₹13.04 lakh,32.47k km,Diesel,Manual,1st owner,Verified Owner,Ashutosh Society 2 Bharuch Gujarat
2019 Honda Amaze,1.2L I-VTEC E,₹4.95 lakh,56.88k km,Petrol,Manual,1st owner,CARS24 Assured,"Tathawade, Pune"
2015 Maruti Alto 800,LXI,₹1.78 lakh,82.08k km,Petrol,Manual,2nd owner,Verified Owner,Govind Nagar Raipur Chhattisgarh
